user_id,date_week,requests_count,week_lifetime_number
01786865,2022-08-22 00:00:00,12,13
01786865,2022-08-29 00:00:00,17,14
01786865,2022-09-05 00:00:00,7,15
01786865,2022-09-12 00:00:00,4,16
01786865,2022-09-19 00:00:00,16,17
01786865,2022-09-26 00:00:00,6,18
01a742a9,2022-05-30 00:00:00,1,1
01a742a9,2022-06-06 00:00:00,1,2
01a742a9,2022-06-13 00:00:00,,3
01a742a9,2022-06-20 00:00:00,1,4
01a742a9,2022-06-27 00:00:00,1,5
01a742a9,2022-07-04 00:00:00,,6
01a742a9,2022-07-11 00:00:00,1,7
01a742a9,2022-07-18 00:00:00,,8
01a742a9,2022-07-25 00:00:00,,9
01a742a9,2022-08-01 00:00:00,1,10
01a742a9,2022-08-08 00:00:00,,11
01a742a9,2022-08-15 00:00:00,,12
01a742a9,2022-08-22 00:00:00,,13
01a742a9,2022-08-29 00:00:00,,14
01a742a9,2022-09-05 00:00:00,1,15
01a742a9,2022-09-12 00:00:00,,16
01a742a9,2022-09-19 00:00:00,1,17
01a742a9,2022-09-26 00:00:00,2,18
01f372cd,2022-06-06 00:00:00,2,1
01f372cd,2022-06-13 00:00:00,2,2
01f372cd,2022-06-20 00:00:00,,3
01f372cd,2022-06-27 00:00:00,1,4
01f372cd,2022-07-04 00:00:00,,5
01f372cd,2022-07-11 00:00:00,,6
01f372cd,2022-07-18 00:00:00,1,7
01f372cd,2022-07-25 00:00:00,1,8
01f372cd,2022-08-01 00:00:00,1,9
01f372cd,2022-08-08 00:00:00,,10
01f372cd,2022-08-15 00:00:00,1,11
01f372cd,2022-08-22 00:00:00,,12
01f372cd,2022-08-29 00:00:00,,13
01f372cd,2022-09-05 00:00:00,1,14
01f372cd,2022-09-12 00:00:00,,15
01f372cd,2022-09-19 00:00:00,,16
01f372cd,2022-09-26 00:00:00,,17
0214da90,2022-06-06 00:00:00,2,1
0214da90,2022-06-13 00:00:00,2,2
0214da90,2022-06-20 00:00:00,4,3
0214da90,2022-06-27 00:00:00,4,4
0214da90,2022-07-04 00:00:00,2,5
0214da90,2022-07-11 00:00:00,1,6
0214da90,2022-07-18 00:00:00,2,7
0214da90,2022-07-25 00:00:00,2,8
0214da90,2022-08-01 00:00:00,7,9
0214da90,2022-08-08 00:00:00,1,10
0214da90,2022-08-15 00:00:00,2,11
0214da90,2022-08-22 00:00:00,5,12
0214da90,2022-08-29 00:00:00,4,13
0214da90,2022-09-05 00:00:00,2,14
0214da90,2022-09-12 00:00:00,4,15
0214da90,2022-09-19 00:00:00,3,16
0214da90,2022-09-26 00:00:00,2,17
021daf3a,2022-06-27 00:00:00,1,1
021daf3a,2022-07-04 00:00:00,,2
021daf3a,2022-07-11 00:00:00,,3
021daf3a,2022-07-18 00:00:00,,4
021daf3a,2022-07-25 00:00:00,,5
021daf3a,2022-08-01 00:00:00,,6
021daf3a,2022-08-08 00:00:00,,7
021daf3a,2022-08-15 00:00:00,,8
021daf3a,2022-08-22 00:00:00,1,9
021daf3a,2022-08-29 00:00:00,,10
021daf3a,2022-09-05 00:00:00,,11
021daf3a,2022-09-12 00:00:00,,12
021daf3a,2022-09-19 00:00:00,,13
021daf3a,2022-09-26 00:00:00,,14
022f8bff,2022-07-04 00:00:00,1,1
022f8bff,2022-07-11 00:00:00,,2
022f8bff,2022-07-18 00:00:00,,3
022f8bff,2022-07-25 00:00:00,,4
022f8bff,2022-08-01 00:00:00,,5
022f8bff,2022-08-08 00:00:00,,6
022f8bff,2022-08-15 00:00:00,,7
022f8bff,2022-08-22 00:00:00,,8
022f8bff,2022-08-29 00:00:00,,9
022f8bff,2022-09-05 00:00:00,,10
022f8bff,2022-09-12 00:00:00,,11
022f8bff,2022-09-19 00:00:00,,12
022f8bff,2022-09-26 00:00:00,,13
02901a0e,2022-06-20 00:00:00,1,1
02901a0e,2022-06-27 00:00:00,,2
02901a0e,2022-07-04 00:00:00,,3
02901a0e,2022-07-11 00:00:00,,4
02901a0e,2022-07-18 00:00:00,,5
02901a0e,2022-07-25 00:00:00,1,6
02901a0e,2022-08-01 00:00:00,,7
02901a0e,2022-08-08 00:00:00,2,8
02901a0e,2022-08-15 00:00:00,2,9
02901a0e,2022-08-22 00:00:00,1,10
02901a0e,2022-08-29 00:00:00,1,11
02901a0e,2022-09-05 00:00:00,1,12
02901a0e,2022-09-12 00:00:00,2,13
02901a0e,2022-09-19 00:00:00,,14
02901a0e,2022-09-26 00:00:00,,15
02f8a9be,2022-06-06 00:00:00,2,1
02f8a9be,2022-06-13 00:00:00,1,2
02f8a9be,2022-06-20 00:00:00,4,3
02f8a9be,2022-06-27 00:00:00,2,4
02f8a9be,2022-07-04 00:00:00,2,5
02f8a9be,2022-07-11 00:00:00,1,6
02f8a9be,2022-07-18 00:00:00,6,7
02f8a9be,2022-07-25 00:00:00,1,8
02f8a9be,2022-08-01 00:00:00,1,9
02f8a9be,2022-08-08 00:00:00,4,10
02f8a9be,2022-08-15 00:00:00,4,11
02f8a9be,2022-08-22 00:00:00,1,12
02f8a9be,2022-08-29 00:00:00,,13
02f8a9be,2022-09-05 00:00:00,3,14
02f8a9be,2022-09-12 00:00:00,2,15
02f8a9be,2022-09-19 00:00:00,,16
02f8a9be,2022-09-26 00:00:00,,17
0335ccb3,2022-06-06 00:00:00,1,1
0335ccb3,2022-06-13 00:00:00,,2
0335ccb3,2022-06-20 00:00:00,,3
0335ccb3,2022-06-27 00:00:00,,4
0335ccb3,2022-07-04 00:00:00,,5
0335ccb3,2022-07-11 00:00:00,,6
0335ccb3,2022-07-18 00:00:00,,7
0335ccb3,2022-07-25 00:00:00,,8
0335ccb3,2022-08-01 00:00:00,,9
0335ccb3,2022-08-08 00:00:00,,10
0335ccb3,2022-08-15 00:00:00,,11
0335ccb3,2022-08-22 00:00:00,,12
0335ccb3,2022-08-29 00:00:00,,13
0335ccb3,2022-09-05 00:00:00,,14
0335ccb3,2022-09-12 00:00:00,,15
0335ccb3,2022-09-19 00:00:00,,16
0335ccb3,2022-09-26 00:00:00,,17
03605714,2022-05-30 00:00:00,2,1
03605714,2022-06-06 00:00:00,,2
03605714,2022-06-13 00:00:00,,3
03605714,2022-06-20 00:00:00,,4
03605714,2022-06-27 00:00:00,,5
03605714,2022-07-04 00:00:00,1,6
03605714,2022-07-11 00:00:00,,7
03605714,2022-07-18 00:00:00,,8
03605714,2022-07-25 00:00:00,3,9
03605714,2022-08-01 00:00:00,,10
03605714,2022-08-08 00:00:00,2,11
03605714,2022-08-15 00:00:00,1,12
03605714,2022-08-22 00:00:00,,13
03605714,2022-08-29 00:00:00,1,14
03605714,2022-09-05 00:00:00,,15
03605714,2022-09-12 00:00:00,2,16
03605714,2022-09-19 00:00:00,1,17
03605714,2022-09-26 00:00:00,1,18
0382bf0b,2022-06-13 00:00:00,3,1
0382bf0b,2022-06-20 00:00:00,,2
0382bf0b,2022-06-27 00:00:00,2,3
0382bf0b,2022-07-04 00:00:00,,4
0382bf0b,2022-07-11 00:00:00,,5
0382bf0b,2022-07-18 00:00:00,,6
0382bf0b,2022-07-25 00:00:00,2,7
0382bf0b,2022-08-01 00:00:00,,8
0382bf0b,2022-08-08 00:00:00,1,9
0382bf0b,2022-08-15 00:00:00,1,10
0382bf0b,2022-08-22 00:00:00,,11
0382bf0b,2022-08-29 00:00:00,,12
0382bf0b,2022-09-05 00:00:00,,13
0382bf0b,2022-09-12 00:00:00,1,14
0382bf0b,2022-09-19 00:00:00,1,15
0382bf0b,2022-09-26 00:00:00,,16
039a1195,2022-09-12 00:00:00,1,1
039a1195,2022-09-19 00:00:00,,2
039a1195,2022-09-26 00:00:00,,3
03aafb0d,2022-05-30 00:00:00,1,1
03aafb0d,2022-06-06 00:00:00,5,2
03aafb0d,2022-06-13 00:00:00,4,3
03aafb0d,2022-06-20 00:00:00,4,4
03aafb0d,2022-06-27 00:00:00,2,5
03aafb0d,2022-07-04 00:00:00,3,6
03aafb0d,2022-07-11 00:00:00,4,7
03aafb0d,2022-07-18 00:00:00,6,8
03aafb0d,2022-07-25 00:00:00,4,9
03aafb0d,2022-08-01 00:00:00,6,10
03aafb0d,2022-08-08 00:00:00,4,11
03aafb0d,2022-08-15 00:00:00,4,12
03aafb0d,2022-08-22 00:00:00,2,13
03aafb0d,2022-08-29 00:00:00,,14
03aafb0d,2022-09-05 00:00:00,2,15
03aafb0d,2022-09-12 00:00:00,3,16
03aafb0d,2022-09-19 00:00:00,1,17
03aafb0d,2022-09-26 00:00:00,2,18
03d1887d,2022-06-27 00:00:00,1,1
03d1887d,2022-07-04 00:00:00,1,2
03d1887d,2022-07-11 00:00:00,1,3
03d1887d,2022-07-18 00:00:00,,4
03d1887d,2022-07-25 00:00:00,,5
03d1887d,2022-08-01 00:00:00,,6
03d1887d,2022-08-08 00:00:00,,7
03d1887d,2022-08-15 00:00:00,,8
03d1887d,2022-08-22 00:00:00,1,9
03d1887d,2022-08-29 00:00:00,,10
03d1887d,2022-09-05 00:00:00,2,11
03d1887d,2022-09-12 00:00:00,1,12
03d1887d,2022-09-19 00:00:00,2,13
03d1887d,2022-09-26 00:00:00,,14
03eceb74,2022-05-30 00:00:00,2,1
03eceb74,2022-06-06 00:00:00,2,2
03eceb74,2022-06-13 00:00:00,2,3
03eceb74,2022-06-20 00:00:00,1,4
03eceb74,2022-06-27 00:00:00,1,5
03eceb74,2022-07-04 00:00:00,6,6
03eceb74,2022-07-11 00:00:00,1,7
03eceb74,2022-07-18 00:00:00,1,8
03eceb74,2022-07-25 00:00:00,2,9
03eceb74,2022-08-01 00:00:00,4,10
03eceb74,2022-08-08 00:00:00,5,11
03eceb74,2022-08-15 00:00:00,5,12
03eceb74,2022-08-22 00:00:00,3,13
03eceb74,2022-08-29 00:00:00,4,14
03eceb74,2022-09-05 00:00:00,2,15
03eceb74,2022-09-12 00:00:00,5,16
03eceb74,2022-09-19 00:00:00,2,17
03eceb74,2022-09-26 00:00:00,,18
03ef27eb,2022-07-11 00:00:00,1,1
03ef27eb,2022-07-18 00:00:00,,2
03ef27eb,2022-07-25 00:00:00,,3
03ef27eb,2022-08-01 00:00:00,,4
03ef27eb,2022-08-08 00:00:00,,5
03ef27eb,2022-08-15 00:00:00,,6
03ef27eb,2022-08-22 00:00:00,,7
03ef27eb,2022-08-29 00:00:00,,8
03ef27eb,2022-09-05 00:00:00,,9
03ef27eb,2022-09-12 00:00:00,,10
03ef27eb,2022-09-19 00:00:00,,11
03ef27eb,2022-09-26 00:00:00,,12
03fe1de4,2022-05-30 00:00:00,4,1
03fe1de4,2022-06-06 00:00:00,2,2
03fe1de4,2022-06-13 00:00:00,6,3
03fe1de4,2022-06-20 00:00:00,7,4
03fe1de4,2022-06-27 00:00:00,5,5
03fe1de4,2022-07-04 00:00:00,7,6
03fe1de4,2022-07-11 00:00:00,2,7
03fe1de4,2022-07-18 00:00:00,5,8
03fe1de4,2022-07-25 00:00:00,4,9
03fe1de4,2022-08-01 00:00:00,4,10
03fe1de4,2022-08-08 00:00:00,2,11
03fe1de4,2022-08-15 00:00:00,3,12
03fe1de4,2022-08-22 00:00:00,2,13
03fe1de4,2022-08-29 00:00:00,7,14
03fe1de4,2022-09-05 00:00:00,2,15
03fe1de4,2022-09-12 00:00:00,6,16
03fe1de4,2022-09-19 00:00:00,3,17
03fe1de4,2022-09-26 00:00:00,4,18
04296b69,2022-07-04 00:00:00,1,1
04296b69,2022-07-11 00:00:00,,2
04296b69,2022-07-18 00:00:00,,3
04296b69,2022-07-25 00:00:00,,4
04296b69,2022-08-01 00:00:00,,5
04296b69,2022-08-08 00:00:00,,6
04296b69,2022-08-15 00:00:00,,7
04296b69,2022-08-22 00:00:00,,8
04296b69,2022-08-29 00:00:00,,9
04296b69,2022-09-05 00:00:00,1,10
04296b69,2022-09-12 00:00:00,,11
04296b69,2022-09-19 00:00:00,,12
04296b69,2022-09-26 00:00:00,,13
04412a0b,2022-08-08 00:00:00,2,1
04412a0b,2022-08-15 00:00:00,,2
04412a0b,2022-08-22 00:00:00,,3
04412a0b,2022-08-29 00:00:00,,4
04412a0b,2022-09-05 00:00:00,1,5
04412a0b,2022-09-12 00:00:00,,6
04412a0b,2022-09-19 00:00:00,,7
04412a0b,2022-09-26 00:00:00,,8
04b28f6e,2022-06-27 00:00:00,2,1
04b28f6e,2022-07-04 00:00:00,,2
04b28f6e,2022-07-11 00:00:00,1,3
04b28f6e,2022-07-18 00:00:00,,4
04b28f6e,2022-07-25 00:00:00,1,5
04b28f6e,2022-08-01 00:00:00,1,6
04b28f6e,2022-08-08 00:00:00,1,7
04b28f6e,2022-08-15 00:00:00,1,8
04b28f6e,2022-08-22 00:00:00,,9
04b28f6e,2022-08-29 00:00:00,1,10
04b28f6e,2022-09-05 00:00:00,,11
04b28f6e,2022-09-12 00:00:00,1,12
04b28f6e,2022-09-19 00:00:00,1,13
04b28f6e,2022-09-26 00:00:00,1,14
04ffcaa8,2022-05-30 00:00:00,3,1
04ffcaa8,2022-06-06 00:00:00,,2
04ffcaa8,2022-06-13 00:00:00,,3
04ffcaa8,2022-06-20 00:00:00,,4
04ffcaa8,2022-06-27 00:00:00,,5
04ffcaa8,2022-07-04 00:00:00,,6
04ffcaa8,2022-07-11 00:00:00,2,7
04ffcaa8,2022-07-18 00:00:00,1,8
04ffcaa8,2022-07-25 00:00:00,,9
04ffcaa8,2022-08-01 00:00:00,1,10
04ffcaa8,2022-08-08 00:00:00,1,11
04ffcaa8,2022-08-15 00:00:00,1,12
04ffcaa8,2022-08-22 00:00:00,,13
04ffcaa8,2022-08-29 00:00:00,1,14
04ffcaa8,2022-09-05 00:00:00,1,15
04ffcaa8,2022-09-12 00:00:00,,16
04ffcaa8,2022-09-19 00:00:00,,17
04ffcaa8,2022-09-26 00:00:00,,18
05705d5c,2022-06-27 00:00:00,1,1
05705d5c,2022-07-04 00:00:00,,2
05705d5c,2022-07-11 00:00:00,,3
05705d5c,2022-07-18 00:00:00,,4
05705d5c,2022-07-25 00:00:00,,5
05705d5c,2022-08-01 00:00:00,2,6
05705d5c,2022-08-08 00:00:00,,7
05705d5c,2022-08-15 00:00:00,2,8
05705d5c,2022-08-22 00:00:00,1,9
05705d5c,2022-08-29 00:00:00,1,10
05705d5c,2022-09-05 00:00:00,1,11
05705d5c,2022-09-12 00:00:00,,12
05705d5c,2022-09-19 00:00:00,,13
05705d5c,2022-09-26 00:00:00,,14
05945396,2022-08-22 00:00:00,1,1
05945396,2022-08-29 00:00:00,,2
05945396,2022-09-05 00:00:00,1,3
05945396,2022-09-12 00:00:00,1,4
05945396,2022-09-19 00:00:00,,5
05945396,2022-09-26 00:00:00,,6
05b78565,2022-07-11 00:00:00,1,1
05b78565,2022-07-18 00:00:00,,2
05b78565,2022-07-25 00:00:00,,3
05b78565,2022-08-01 00:00:00,,4
05b78565,2022-08-08 00:00:00,,5
05b78565,2022-08-15 00:00:00,,6
05b78565,2022-08-22 00:00:00,,7
05b78565,2022-08-29 00:00:00,,8
05b78565,2022-09-05 00:00:00,,9
05b78565,2022-09-12 00:00:00,,10
05b78565,2022-09-19 00:00:00,,11
05b78565,2022-09-26 00:00:00,,12
05d9d127,2022-05-30 00:00:00,7,1
05d9d127,2022-06-06 00:00:00,15,2
05d9d127,2022-06-13 00:00:00,18,3
05d9d127,2022-06-20 00:00:00,20,4
05d9d127,2022-06-27 00:00:00,28,5
05d9d127,2022-07-04 00:00:00,24,6
05d9d127,2022-07-11 00:00:00,38,7
05d9d127,2022-07-18 00:00:00,1677,8
05d9d127,2022-07-25 00:00:00,10,9
05d9d127,2022-08-01 00:00:00,19,10
05d9d127,2022-08-08 00:00:00,4848,11
05d9d127,2022-08-15 00:00:00,1590,12
05d9d127,2022-08-22 00:00:00,8,13
05d9d127,2022-08-29 00:00:00,650,14
05d9d127,2022-09-05 00:00:00,,15
05d9d127,2022-09-12 00:00:00,,16
05d9d127,2022-09-19 00:00:00,,17
05d9d127,2022-09-26 00:00:00,,18
06025a65,2022-07-25 00:00:00,1,1
06025a65,2022-08-01 00:00:00,,2
06025a65,2022-08-08 00:00:00,,3
06025a65,2022-08-15 00:00:00,,4
06025a65,2022-08-22 00:00:00,,5
06025a65,2022-08-29 00:00:00,,6
06025a65,2022-09-05 00:00:00,,7
06025a65,2022-09-12 00:00:00,,8
06025a65,2022-09-19 00:00:00,,9
06025a65,2022-09-26 00:00:00,,10
06160610,2022-06-06 00:00:00,1,1
06160610,2022-06-13 00:00:00,1,2
06160610,2022-06-20 00:00:00,,3
06160610,2022-06-27 00:00:00,2,4
06160610,2022-07-04 00:00:00,,5
06160610,2022-07-11 00:00:00,,6
06160610,2022-07-18 00:00:00,,7
06160610,2022-07-25 00:00:00,,8
06160610,2022-08-01 00:00:00,,9
06160610,2022-08-08 00:00:00,1,10
06160610,2022-08-15 00:00:00,2,11
06160610,2022-08-22 00:00:00,,12
06160610,2022-08-29 00:00:00,,13
06160610,2022-09-05 00:00:00,,14
06160610,2022-09-12 00:00:00,,15
06160610,2022-09-19 00:00:00,,16
06160610,2022-09-26 00:00:00,2,17
0648df7f,2022-06-06 00:00:00,6,1
0648df7f,2022-06-13 00:00:00,3,2
0648df7f,2022-06-20 00:00:00,5,3
0648df7f,2022-06-27 00:00:00,10,4
0648df7f,2022-07-04 00:00:00,5,5
0648df7f,2022-07-11 00:00:00,3,6
0648df7f,2022-07-18 00:00:00,4,7
0648df7f,2022-07-25 00:00:00,4,8
0648df7f,2022-08-01 00:00:00,3,9
0648df7f,2022-08-08 00:00:00,2,10
0648df7f,2022-08-15 00:00:00,9,11
0648df7f,2022-08-22 00:00:00,6,12
0648df7f,2022-08-29 00:00:00,8,13
0648df7f,2022-09-05 00:00:00,4,14
0648df7f,2022-09-12 00:00:00,7,15
0648df7f,2022-09-19 00:00:00,11,16
0648df7f,2022-09-26 00:00:00,1,17
066fcf06,2022-05-30 00:00:00,3,1
066fcf06,2022-06-06 00:00:00,1,2
066fcf06,2022-06-13 00:00:00,,3
066fcf06,2022-06-20 00:00:00,,4
066fcf06,2022-06-27 00:00:00,1,5
066fcf06,2022-07-04 00:00:00,3,6
066fcf06,2022-07-11 00:00:00,,7
066fcf06,2022-07-18 00:00:00,,8
066fcf06,2022-07-25 00:00:00,,9
066fcf06,2022-08-01 00:00:00,,10
066fcf06,2022-08-08 00:00:00,,11
066fcf06,2022-08-15 00:00:00,,12
066fcf06,2022-08-22 00:00:00,1,13
066fcf06,2022-08-29 00:00:00,4,14
066fcf06,2022-09-05 00:00:00,1,15
066fcf06,2022-09-12 00:00:00,1,16
066fcf06,2022-09-19 00:00:00,2,17
066fcf06,2022-09-26 00:00:00,1,18
0677f9f3,2022-06-13 00:00:00,2,1
0677f9f3,2022-06-20 00:00:00,1,2
0677f9f3,2022-06-27 00:00:00,1,3
0677f9f3,2022-07-04 00:00:00,1,4
0677f9f3,2022-07-11 00:00:00,,5
0677f9f3,2022-07-18 00:00:00,,6
0677f9f3,2022-07-25 00:00:00,1,7
0677f9f3,2022-08-01 00:00:00,1,8
0677f9f3,2022-08-08 00:00:00,1,9
0677f9f3,2022-08-15 00:00:00,,10
0677f9f3,2022-08-22 00:00:00,,11
0677f9f3,2022-08-29 00:00:00,1,12
0677f9f3,2022-09-05 00:00:00,,13
0677f9f3,2022-09-12 00:00:00,2,14
0677f9f3,2022-09-19 00:00:00,,15
0677f9f3,2022-09-26 00:00:00,,16
069761bc,2022-06-06 00:00:00,1,1
069761bc,2022-06-13 00:00:00,,2
069761bc,2022-06-20 00:00:00,1,3
069761bc,2022-06-27 00:00:00,,4
069761bc,2022-07-04 00:00:00,,5
069761bc,2022-07-11 00:00:00,,6
069761bc,2022-07-18 00:00:00,1,7
069761bc,2022-07-25 00:00:00,1,8
069761bc,2022-08-01 00:00:00,,9
069761bc,2022-08-08 00:00:00,,10
069761bc,2022-08-15 00:00:00,,11
069761bc,2022-08-22 00:00:00,2,12
069761bc,2022-08-29 00:00:00,,13
069761bc,2022-09-05 00:00:00,,14
069761bc,2022-09-12 00:00:00,1,15
069761bc,2022-09-19 00:00:00,2,16
069761bc,2022-09-26 00:00:00,1,17
06a50bc8,2022-06-06 00:00:00,1,1
06a50bc8,2022-06-13 00:00:00,,2
06a50bc8,2022-06-20 00:00:00,1,3
06a50bc8,2022-06-27 00:00:00,,4
06a50bc8,2022-07-04 00:00:00,,5
06a50bc8,2022-07-11 00:00:00,3,6
06a50bc8,2022-07-18 00:00:00,,7
06a50bc8,2022-07-25 00:00:00,,8
06a50bc8,2022-08-01 00:00:00,,9
06a50bc8,2022-08-08 00:00:00,,10
06a50bc8,2022-08-15 00:00:00,,11
06a50bc8,2022-08-22 00:00:00,,12
06a50bc8,2022-08-29 00:00:00,,13
06a50bc8,2022-09-05 00:00:00,,14
06a50bc8,2022-09-12 00:00:00,2,15
06a50bc8,2022-09-19 00:00:00,,16
06a50bc8,2022-09-26 00:00:00,,17
06c8e5fc,2022-07-11 00:00:00,1,1
06c8e5fc,2022-07-18 00:00:00,,2
06c8e5fc,2022-07-25 00:00:00,,3
06c8e5fc,2022-08-01 00:00:00,,4
06c8e5fc,2022-08-08 00:00:00,,5
06c8e5fc,2022-08-15 00:00:00,,6
06c8e5fc,2022-08-22 00:00:00,,7
06c8e5fc,2022-08-29 00:00:00,,8
06c8e5fc,2022-09-05 00:00:00,,9
06c8e5fc,2022-09-12 00:00:00,,10
06c8e5fc,2022-09-19 00:00:00,,11
06c8e5fc,2022-09-26 00:00:00,,12
06e4a63a,2022-05-30 00:00:00,1,1
06e4a63a,2022-06-06 00:00:00,1,2
